"iteration","tmat","fmat","dlm","LH_2022_class1","LH_2022_class2","LH_2022_class3","LH_2023_class1","LH_2023_class2","LH_2023_class3","LH_2024_class1","LH_2024_class2","LH_2024_class3","LH_2025_class1","LH_2025_class2","LH_2025_class3","OBC_2022_class1","OBC_2022_class2","OBC_2022_class3","OBC_2025_class1","OBC_2025_class2","OBC_2025_class3"
8471,0.935729310289025,0.756340473599266,0.323018154909369,1,1655,54448,30235.5453372144,72865.3300057721,71256.0474855493,48538.7038804385,44275.5850811091,45221.6962954805,31624.2624237735,33084.1210769843,33451.3311859833,1,1,1770,2334.35838554574,314801.025522975,317120.372710419
8472,1.83002653326839,1.22640869474271,0.190394907107111,1,1655,54448,2083792.97172116,142504.339449122,139357.029987775,5225924.92940921,1559789.030733,1505548.98733237,7095172.25003586,4669022.5285277,4590480.8373237,1,1,1770,165644.407347874,1005175.71817075,1026651.87459576
8473,1.68978586755693,0.861973732581828,0.118973733356688,1,1655,54448,8643091.10935766,131583.78552938,128677.664250846,3933627.44963356,5642081.31694734,5416397.70923221,103054577.490617,5986114.06358035,6122239.46825353,1,1,1770,681624.435977314,1184434.21067531,1188494.21073841
8474,1.01476013064384,0.829614576441236,0.23990152120823,1,1655,54448,374816.81483289,79019.4674710206,77274.2664577492,647370.913342372,183050.671552144,178713.020922519,1345793.55038627,317729.976264666,312097.288255876,1,1,1770,23042.5168876453,361785.680949693,364848.797453536
8475,1.26151589117944,1.16565620007459,0.152726755908225,1,1655,54448,5146099.14234525,98234.3619116981,96064.7863193387,5483140.08344802,2521794.26779459,2421926.0904589,27816759.0321552,3782294.52276373,3753481.28595017,1,1,1770,396601.081769342,653072.604410451,654299.379374192
8476,1.2242366168648,0.953977684304118,0.310447644989472,1,1655,54448,55996.8470894588,95331.4212904696,93225.9592017287,115970.251396241,79885.6222567564,81334.5384787489,101787.640079337,90454.8162910006,90798.7602450659,1,1,1770,4523.51803603763,467764.109883982,474856.231404416
8477,0.822663634922356,0.984327904880047,0.185042636317667,1,1655,54448,1920464.22204778,64060.89515765,62646.0648288933,2592925.40490056,626738.45695606,602814.075814866,13900101.9936396,997803.91935962,977142.066822212,1,1,1770,109090.743361161,298584.519270244,298185.94703233
8478,1.3990151906386,1.2129564978648,0.16078260805225,1,1655,54448,4381586.74960753,108941.445381766,106535.396252959,6112899.09188455,2395981.87363849,2302514.01056385,22598320.2949556,4465185.76232398,4414911.03164547,1,1,1770,344419.071261185,734290.695298566,739037.430504699
8479,1.52283950420097,1.2777497974108,0.138429924286902,1,1655,54448,8015987.72372532,118583.65640503,115964.652203421,3326133.19444016,4714867.21742618,4526058.58135242,79879518.4596954,4530879.8573889,4632440.76895781,1,1,1770,650912.696735162,984935.499536484,986438.414198302
8480,1.55909080207348,0.701207102974877,0.317511871363968,1,1655,54448,33359.2985584556,121406.548403361,118725.198628775,86402.5266785512,103092.089751034,106543.520780605,78182.987736985,110826.087779607,113033.504042717,1,1,1770,3538.71013744988,685755.253706617,701609.575008587
8481,1.7871198201552,0.990516100311652,0.272397983202245,1,1655,54448,179094.082200514,139163.189635733,136089.671838977,526778.550530242,228580.432762264,229240.107169235,822264.483755066,507268.309593936,503147.235187342,1,1,1770,14999.7584890418,870970.546770857,894668.585966631
8482,1.2986596561037,1.06220953246811,0.165452184120659,1,1655,54448,3412829.66097546,101126.750403865,98893.294359145,5451793.68157662,1742731.83309265,1675584.69360574,12882326.300769,3510942.01783632,3456382.31784329,1,1,1770,257023.779291453,624031.199562924,628197.656989999
8483,0.888268251530826,0.909492515574675,0.155391827772837,1,1655,54448,3758143.84302562,69169.5328657088,67641.8746479536,4393451.83750604,1298170.17611284,1246663.7812215,15066320.8197442,1901146.1147229,1868638.31941777,1,1,1770,238613.153368019,369252.610111861,367860.087815205
8484,1.89195635644719,0.678149724844843,0.223551192693412,1,1655,54448,479183.920778592,147326.82064481,144073.003264103,1453834.5368737,463173.38999048,455299.577136432,3505655.15869899,1364114.22928197,1343312.38096562,1,1,1770,38420.4199036143,977922.363741938,1005339.89080749
8485,0.841507803369314,1.25846646712162,0.272720818954986,1,1655,54448,225087.269581384,65528.2923391574,64081.0535023457,328638.231733755,99835.2356807008,97936.1176305511,477265.686419823,136221.980674335,133996.521071017,1,1,1770,12452.474028126,275352.251373478,276435.743942369
8486,1.19277789089829,0.925944177468773,0.120464382483624,1,1655,54448,8960026.98311327,92881.7273203159,90830.3684612694,3367909.7942305,4109387.51803325,3942919.4589289,77855265.2816146,3305613.7664081,3366041.60492601,1,1,1770,711737.501338335,715640.345167595,711232.640673407
8487,0.891734095290303,0.714477019547485,0.242924661340658,1,1655,54448,296904.198507898,69439.4184474747,67905.7996151287,456733.254388528,131376.634907162,128442.265223795,801330.494972916,197934.347150633,194488.430300577,1,1,1770,16905.2540233665,299760.32054429,301320.56522278
8488,1.42789501119405,1.27460424790625,0.280985469836742,1,1655,54448,179514.324734558,111190.319743338,108734.602628398,428307.112184285,168362.791243009,167850.167009773,625336.956593381,320702.69030886,317315.549353143,1,1,1770,13817.7472796722,599795.203950301,611570.094409871
8489,1.89308412838727,0.725884115614463,0.247119949455373,1,1655,54448,268686.031811054,147414.640352584,144158.883411312,828843.468380213,312203.096993992,310625.024046265,1558915.57450772,811936.047812789,802598.387545752,1,1,1770,22058.7196165665,967687.59614347,995609.867037446
8490,0.981704782601446,1.19180745556951,0.342436685715802,1,1655,54448,25901.321368169,76445.4443886175,74757.0925017116,43438.0295388598,46111.1999273487,47261.6758005364,28222.7291877171,33462.497589685,33979.9570254576,1,1,1770,2167.70578669402,336890.569444111,339825.751041779
8491,1.71889073019847,1.12700204958674,0.12578028885182,1,1655,54448,9602062.10251313,133850.183939507,130894.007643793,4588202.03595933,6366559.33428774,6111044.84516649,129185448.738772,6968478.72187282,7120637.29417052,1,1,1770,738484.785188211,1261645.57498942,1264587.36441222
8492,1.66463623587042,1.29104423937388,0.147580857994035,1,1655,54448,6472526.03819786,129625.381328281,126762.512796261,4392487.6143817,4184992.47566552,4019672.28561329,57472062.2823356,5306584.22479929,5367344.51581189,1,1,1770,522580.211872582,1058456.35969785,1065928.38170033
8493,1.72243456672877,1.09298304322874,0.12372615900822,1,1655,54448,9782665.95588385,134126.142825723,131163.871782179,4713108.71914583,6497974.2475049,6237030.18656717,134331908.905591,7146702.00596425,7301493.56733776,1,1,1770,748595.991364556,1274240.64618839,1276920.0308472
8494,1.41111301109195,1.15234740518499,0.155638422840275,1,1655,54448,4732614.17391983,109883.503806132,107456.648648514,6088325.95774377,2605263.75856729,2503195.56855908,26481977.7764855,4597832.96082813,4555134.07510672,1,1,1770,374703.877780773,756987.839244204,761455.362812536
8495,1.73822919707745,0.992902534385212,0.262525692081545,1,1655,54448,238097.424813131,135356.072186726,132366.637280457,679981.119851364,258867.44225426,257717.914251103,1192310.95822584,613615.83092966,606703.304959112,1,1,1770,19441.6386854029,833295.519031792,854983.657309336
8496,1.55215116376057,1.23321020563599,0.21581349739572,1,1655,54448,1072471.07305498,120866.158110751,118196.743239252,2595225.10768616,714731.137468594,692662.406781962,8524368.68936369,1933528.21041322,1898173.16411369,1,1,1770,82343.988734989,724087.7544558,737960.300152945
8497,1.61587874926627,0.741836487443652,0.315575373847969,1,1655,54448,37422.9788162737,125828.631229082,123049.61661727,100316.928382223,111934.193295522,115591.891677356,94685.6675673011,128586.419452433,130905.354021625,1,1,1770,3913.31779428678,727941.399851128,745640.520483802
8498,1.81243928261101,1.2199919341132,0.318440105905756,1,1655,54448,56203.5106328808,141134.81857492,138017.755953925,168102.761214523,148544.841537025,152825.191814247,184134.939070153,214963.855282384,217406.515629751,1,1,1770,5566.83741003487,886191.491058786,911158.59065796
8499,1.7033191931434,1.0646841389942,0.261665768595412,1,1655,54448,261585.302273339,132637.626874404,129708.230761933,732004.772201586,267178.400368648,265300.413185458,1335348.72960271,640077.197797312,632243.019158608,1,1,1770,21142.9210685876,806115.998530876,826463.642172472
8500,1.6628780179657,0.697281663608737,0.315020150993951,1,1655,54448,35808.2796783351,129488.468733538,126628.624013329,98555.9736883246,116379.554509472,120343.034551593,94067.955751655,133897.941989743,136539.725626652,1,1,1770,3848.29291686104,763782.604491888,783103.472587137
8501,1.74786365581676,0.719025351922028,0.246703927835915,1,1655,54448,269216.332314941,136106.30840114,133100.303995688,771225.659557861,281430.762311691,279449.297604754,1432497.79553088,691888.46291148,683418.956095587,1,1,1770,21866.4879782659,842712.886219134,864705.400905244
8502,1.67129595829174,0.773256575304549,0.143357654532883,1,1655,54448,4300742.94242364,130143.974543905,127269.652512711,6904304.09651657,2823855.85596923,2715245.76179016,26134446.2174858,6096015.68419714,6033240.90931895,1,1,1770,346807.002062055,965655.050864224,977342.72532907
8503,1.48974018804729,0.745757950504776,0.264866074163001,1,1655,54448,167350.543957321,116006.209521638,113444.130063469,415636.522818731,171378.763247145,171315.293330853,595079.608056201,329056.79783703,325958.208064786,1,1,1770,13213.1588058233,641766.015984961,655293.752276446
8504,1.15493321083486,1.24880228691036,0.103880903124809,1,1655,54448,17888307.5512724,89934.7584998857,87948.4855384806,9561314.42347171,7893070.88498332,7568873.99864241,299248398.916368,7502989.12116434,7558838.61807661,1,1,1770,1354573.52153815,940129.051445845,924946.452209195
8505,0.955125087313354,0.753806380194146,0.285182204819284,1,1655,54448,93935.621000827,74375.6809994366,72733.0413057362,154291.689787325,68818.5157272851,68860.1493767285,145366.097139004,80631.6606553916,80005.6669375801,1,1,1770,5983.87618107628,325504.825049756,328016.739675151
8506,1.5358981911093,0.851331751060207,0.214353891694918,1,1655,54448,769954.413974047,119600.53759124,116959.07484703,1890826.99043943,530119.552255146,515573.001180213,5752101.15425397,1399563.77461719,1374504.84238795,1,1,1770,58764.8746897128,699359.275494318,713255.905168888
8507,1.97258697925135,0.784840440331027,0.22662338023074,1,1655,54448,510260.215337446,153605.53487829,150213.047638206,1604252.80521737,510684.465262917,501825.988382756,3936082.47178955,1568931.7241984,1544976.07056062,1,1,1770,40711.6325187731,1054289.071471,1085254.73374739
8508,1.04072647206485,0.922453126800246,0.168875423807185,1,1655,54448,2718703.58220816,81041.468936487,79251.6105859884,4068381.63159564,1114717.86916476,1071781.84957295,14968122.0574489,2029688.68414325,1992151.58631143,1,1,1770,181164.44364134,434073.981113266,435113.229878369
8509,1.22126569375396,1.17599200066179,0.327566356246825,1,1655,54448,40795.9780241816,95100.0752264819,92999.722579733,84191.5090729619,72540.334489723,74271.763159922,68136.9183240838,72242.7293720873,72971.7068650747,1,1,1770,3517.79687449268,465564.518552355,472614.161551181
8510,0.968239762540907,0.846552760154009,0.188573066750541,1,1655,54448,1507815.74127006,75396.9220013659,73731.7274754399,2372271.42855408,589922.178021397,568360.083019753,10992466.2351562,1080311.13032284,1058490.44266412,1,1,1770,92553.0720513157,364250.625339783,365611.617224768
8511,0.973662658873946,1.03686606105184,0.327033909759484,1,1655,54448,36542.8835640578,75819.2034523679,74144.6825409352,60954.7737833721,49446.301227359,50407.9169974478,42350.5931315256,40843.0648540382,41167.4808398241,1,1,1770,2763.81255695332,333201.272085199,336015.327429659
8512,1.11487025730312,1.16577251584968,0.183793020865414,1,1655,54448,2348869.42169882,86815.0525144072,84897.6804735121,3850479.14150723,1039912.7265327,1000598.47686383,14477462.4283234,2051773.30134737,2013309.6460957,1,1,1770,160331.358206247,469116.237086771,471546.885040354
8513,1.94956644093618,1.20389246639097,0.172270890290383,1,1655,54448,3256059.5894837,151812.923379642,148460.027236587,7225877.44376396,2536035.06716645,2442610.56085192,17877074.1692644,7145357.36593139,7048225.5563888,1,1,1770,254859.951865675,1184769.03018924,1208516.69546069
8514,1.57575566591695,0.914924944576342,0.137682823196519,1,1655,54448,5845345.34702548,122704.242929014,119994.232649953,5475596.796225,3582331.40295981,3441171.80268982,44628748.8681055,5326565.84247166,5333092.11922288,1,1,1770,474132.843111652,945135.59334296,951473.019591315
8515,1.89538303604349,1.08006639519008,0.289571265771519,1,1655,54448,118432.340159258,147593.65650948,144333.945869349,369178.718735355,204571.278148018,207499.695497536,505601.984273224,408058.640962207,407324.444373821,1,1,1770,10434.5998395936,961706.610533068,990055.177319406
8516,1.31143232900649,1.19589015103411,0.159636412537657,1,1655,54448,4445521.01967766,102121.359652377,99865.9369566048,5854032.34982334,2274575.10633017,2185403.18295136,21765495.7359794,3998952.1376097,3953140.25734228,1,1,1770,342919.191161943,668115.590285705,671103.239791431
8517,1.63657168000937,1.29611433836399,0.286628481373191,1,1655,54448,154805.143954741,127439.991705667,124625.389054269,420007.08029227,187266.90455965,188004.212986162,599818.450871779,373643.879612064,370849.368649549,1,1,1770,12791.5082516502,748862.037098664,767051.431908504
8518,1.53166422974318,1.0858175443951,0.320681621343829,1,1655,54448,46685.2139692066,119270.838618704,116636.657510265,119202.694662579,107841.106032681,110824.957872505,113535.494631318,130592.61717547,132139.764308421,1,1,1770,4481.9154317907,666545.480458384,681523.223317639
8519,1.33155347676948,1.27320659455145,0.127178849268239,1,1655,54448,10488929.7874854,103688.195334153,101398.167960484,4488373.71507259,5365723.18031725,5148092.38783173,118995746.838364,4863961.57444443,4950137.57228418,1,1,1770,848418.75605111,891325.451496544,886205.372446624
8520,1.80899885250255,0.846177999384236,0.246285990951583,1,1655,54448,320470.073473881,140866.911956565,137755.76624335,944368.766843521,329605.53167506,326311.941675757,1910252.49300901,866651.468626546,855172.350261424,1,1,1770,25980.3180786353,896632.859820601,920918.143516309
8521,1.66531714620069,0.842882360483054,0.134892810857855,1,1655,54448,5763075.27567829,129678.403880181,126814.364307476,5785372.99987169,3738135.81743018,3591417.35773764,45930479.0062717,5919376.04906725,5924717.69460066,1,1,1770,466036.899932531,1026794.46011755,1035597.84921415
8522,1.84971398906782,1.12087084135273,0.20420628945576,1,1655,54448,1327095.89414633,144037.403496626,140856.235227889,3654541.21224267,1046142.73439086,1013507.15275958,8953936.86581404,3270726.12227068,3213280.27359938,1,1,1770,105178.902583775,984235.108885724,1008073.34176396
8523,1.09003840591758,0.782306202547625,0.258833189751022,1,1655,54448,208236.019348061,84881.3938954394,83006.7280773163,386068.105739746,130003.725435802,128378.056919761,566838.418366815,212160.428584087,209164.966415657,1,1,1770,13615.1377079203,397038.033079051,401442.640086466
8524,1.37570234686136,0.99193466581637,0.26399837489007,1,1655,54448,228016.347389302,107126.072029107,104760.116709026,524267.260487233,185514.396003006,183822.05292644,854224.114727625,367670.662593259,362899.820270277,1,1,1770,16987.8005888476,567005.629681196,577344.790277917
8525,1.38737525204197,1.14316107894992,0.202527296578046,1,1655,54448,1414595.10930346,108035.042260944,105649.011688266,3018745.21231002,812619.802625256,784935.192448904,10822670.9611625,2000668.46462211,1963153.99271422,1,1,1770,104612.891258019,617594.689805246,626481.144955689
8526,1.72000312274322,0.961292185157072,0.254718685138505,1,1655,54448,287477.358379646,133936.80605231,130978.716645766,810371.213777163,287516.275208794,284973.885477139,1548337.82495352,710224.863813069,701076.337088272,1,1,1770,23189.5456557626,820800.696658336,841711.579544702
8527,1.10610566074029,1.25534895333694,0.217635056085419,1,1655,54448,1039591.42461036,86132.5525500521,84230.2540051887,1879756.76404374,481581.911058374,465438.817513721,7171064.11321998,983783.871387573,964464.76321119,1,1,1770,67820.2996573063,428246.879452924,432001.540989161
8528,0.974971308931708,0.868356763024349,0.1527031981037,1,1655,54448,3835839.23025747,75921.1081562951,74244.336607162,4699991.12707568,1456035.43776592,1398474.47067286,12091560.9137429,2256065.88375276,2219563.932093,1,1,1770,256063.273305666,421642.461244638,420880.428058402
8529,1.39609427815303,1.2985571532161,0.126325921586249,1,1655,54448,10919466.6848304,108713.993649905,106312.967954,4880210.34450048,5856574.714125,5619079.35725196,135204514.641288,5556185.5212276,5655223.85834718,1,1,1770,879945.380797698,970635.05006041,965600.540116277
8530,1.60359829887748,1.15566349737346,0.209241757716518,1,1655,54448,1197512.48763699,124872.351394348,122114.456901286,2949344.60111159,816889.43145321,791086.761623032,9388654.77508241,2272701.82773835,2231362.84819369,1,1,1770,92995.7291935037,769173.503110915,784412.700228245
8531,1.81689346954226,1.01807224517688,0.196089594007935,1,1655,54448,1491615.17705752,141481.666533068,138356.943528785,3976886.99269792,1139392.49199956,1102493.37236319,8620517.87020968,3496571.13024418,3435150.81306122,1,1,1770,118306.706664478,962934.07112694,985125.652306302
8532,1.22284028343856,0.668459995579906,0.203312059363816,1,1655,54448,810358.025898013,95222.6886743358,93119.6280225815,1620780.51644764,430005.532655688,416874.447667084,5350363.77285429,944468.880378752,926550.796216678,1,1,1770,55605.3079144747,490197.296918259,496311.68119582
8533,1.46552278520539,0.823285196605139,0.314826198644005,1,1655,54448,42406.7560635618,114120.398068952,111599.968094934,103841.564512,98063.4902006288,100822.874835625,94404.1720164009,111203.889441168,112652.577032601,1,1,1770,4064.665854529,620102.37766222,633133.183799546
8534,1.8476453945972,1.20255667337915,0.256418258324265,1,1655,54448,342743.358690466,143876.321849303,140698.711183055,1028243.60392841,354291.3001095,350420.543418785,2148081.99139703,960565.275430962,947567.174280548,1,1,1770,27772.2562131161,931271.347436826,957095.957406703
8535,1.03498133346438,0.725641968264245,0.310790436482057,1,1655,54448,42179.1778714764,80594.0944496039,78814.1166821161,74550.2551660379,56569.1798588744,57626.6522211006,55456.5799923961,51434.0899504735,51753.9641861851,1,1,1770,3221.63338681196,363950.610177123,367649.100012586
8536,1.15152601664886,0.965922157547902,0.152834695088677,1,1655,54448,4252952.85112901,89669.4399659604,87689.0267526536,5366851.59009507,1907827.9365847,1832662.74829756,17500280.0525727,3145035.66746832,3102967.89992085,1,1,1770,310625.913696996,546226.138119873,546991.616076687
8537,1.87646682066843,0.91109095235588,0.262718389416113,1,1655,54448,217354.218443068,146120.649026859,142893.470802264,667397.189449311,272007.564613483,271902.610524872,1144405.66573173,662399.887849716,656015.562033708,1,1,1770,18071.5585370443,950126.356308151,977439.137827937
8538,1.49164345506579,0.77929044397315,0.105542064784095,1,1655,54448,10736451.5792298,116154.417104608,113589.064376798,4937729.18360382,6157773.91058389,5908623.84154709,139750936.306447,6132119.43231418,6247963.34673933,1,1,1770,857778.619557229,1062600.18879142,1059115.01257446
8539,0.827031052391976,1.0760472939699,0.183899580757134,1,1655,54448,2162100.54691835,64400.9863696038,62978.644885094,2882278.2840813,706047.362441914,678845.740616276,15771758.4494217,1117774.30021898,1094878.82125997,1,1,1770,124421.332279536,305265.226589441,304714.191470288
8540,1.78422572668642,1.1384041988058,0.142426764091942,1,1655,54448,6477532.95316404,138937.826303248,135869.285815613,4535412.25072921,4495070.88778816,4318161.30329908,61764983.6169907,5985472.61907391,6060605.99741415,1,1,1770,512837.522113271,1181459.96684483,1192352.90513841
8541,1.750700491108,0.967476224491838,0.336339514842257,1,1655,54448,25714.3190272457,136327.213033916,133316.329792891,73965.776241523,120162.152657743,124922.972654379,69807.9051166448,127027.311621885,130702.021650646,1,1,1770,3170.21682996057,833234.3450209,855814.539165732
8542,1.60474050389603,1.22728993089404,0.281660315312911,1,1655,54448,169538.202953023,124961.295007309,122201.436131439,451282.618745397,191157.834302175,191404.652414245,665413.582265171,387699.896464846,384309.944650967,1,1,1770,13805.2945070564,725332.498633412,742425.847319126
8543,1.488907982409,1.03851130151888,0.178296420047991,1,1655,54448,2409261.11775521,115941.405589775,113380.757372428,4912466.1564556,1438686.05114757,1385879.75095308,7550002.54026965,3556049.40218256,3494820.47823559,1,1,1770,186626.669518154,729948.507447366,739840.383545547
8544,1.17600953262299,0.900379912159406,0.349243937549181,1,1655,54448,15868.2361642108,91575.9736734552,89553.4533102948,31307.7308241902,57216.8101855157,59240.3644064074,21274.7898575583,39409.9287029402,40628.2268126996,1,1,1770,1829.49851746359,438906.616272133,445079.928945831
8545,1.10666178883985,0.68872784107225,0.248097753059119,1,1655,54448,247912.652689729,86175.8582978303,84272.6033147964,465526.067385803,149178.428392662,146871.160732341,758547.516284922,256486.954954757,252595.93075973,1,1,1770,16242.8729850766,407079.463301841,411721.039432277
8546,1.66170318806544,0.759252277086489,0.262463028973434,1,1655,54448,182474.008697619,129396.984617948,126539.160389351,501427.747135196,208780.699968407,208886.763242921,771654.000525467,443730.974402059,439670.80009642,1,1,1770,14963.536464039,769541.619876347,788550.209435535
8547,1.06158121433109,1.26676486843498,0.302018868993036,1,1655,54448,95714.8970879367,82665.429691703,80839.7050155226,173531.651189208,80400.5575960657,80643.969358743,171783.725646101,101837.162494836,101149.171301543,1,1,1770,6522.9257474236,379037.85588946,383097.909326726
8548,1.14536387529224,1.24096037703566,0.176092844770756,1,1655,54448,3045298.77133832,89189.5934349658,87219.7779728071,4691430.52863646,1372216.7907919,1319294.27011369,9077008.05129452,2611779.19130698,2566664.45546232,1,1,1770,215057.139011714,507736.380317365,509820.209416397
8549,1.01753967255354,0.660751285869628,0.230478625243995,1,1655,54448,386669.550164859,79235.9106627511,77485.9293479968,669253.667585612,188211.435455196,183677.026144086,1420047.64147549,328961.106558764,323094.306246542,1,1,1770,23801.6791670304,363502.670816111,366594.040187681
8550,1.05227338494733,0.861092288640793,0.276594373246189,1,1655,54448,137806.008043004,81940.6281361381,80130.9112166495,247676.01193927,96236.1857446884,95757.9881026279,288846.581393504,136617.329294181,135121.684601163,1,1,1770,9033.52854999998,375266.582350656,379135.000310324
8551,1.63617054838687,0.873815933184233,0.193570669589099,1,1655,54448,1367186.78197182,127408.755548237,124594.842769541,3373167.4289744,940399.342730809,909793.274790748,9996106.74784498,2655522.73114049,2607506.49284238,1,1,1770,106923.874026303,802623.504661229,818602.819227623
8552,1.23206637026742,1.0725307045388,0.121202169009484,1,1655,54448,10197163.6454204,95941.1249294093,93822.1971031416,4134803.42326595,4824865.26280929,4628928.2900973,104041711.814527,4093251.31869823,4163014.28271251,1,1,1770,819632.24352439,788135.163056783,782504.161128367
8553,1.16523302113637,1.27931832821341,0.295837436767761,1,1655,54448,116295.38117187,90736.8057034565,88732.8189604079,229984.773324442,100770.429230293,100901.287430178,256660.829837538,145373.550299509,144202.058245105,1,1,1770,8247.70566464249,435770.225988263,441617.491883948
8554,1.40462164646015,0.852096459106542,0.303292672522366,1,1655,54448,62135.4068802321,109378.020627521,106962.329424606,146427.698152129,102092.316749355,104127.383111867,142323.887074329,131349.587560539,131914.377295074,1,1,1770,5359.1730953591,579938.304830718,591269.380128841
8555,1.0775335976854,1.15072262572357,0.150547232443932,1,1655,54448,5361721.50458694,83907.6432941935,82054.4834490965,4860681.92610151,2236625.96968977,2147253.63843345,25693890.8018672,2864461.95590991,2842647.13958748,1,1,1770,390450.05320589,525617.248348138,524286.169725764
8556,1.59742678096518,0.665610368282069,0.249482355860528,1,1655,54448,230633.634417195,124391.774710075,121644.494094114,609214.469223816,227013.376148449,225693.595515059,1032932.2875997,502516.782759111,496599.467560168,1,1,1770,18378.0453198645,722486.049918757,739231.316460601
8557,1.6459290953353,1.15775101104518,0.231177683069836,1,1655,54448,664678.781652384,128168.654523246,125337.958836444,1750972.84317605,507423.255383275,494936.102822467,4936002.05647746,1398864.20135141,1374754.06629746,1,1,1770,51900.4999460865,778968.085227838,796548.347107509
8558,1.27070465758443,0.811484276084229,0.136535862833261,1,1655,54448,5331189.48635618,98949.8920218305,96764.5134392309,5376173.84924973,2629796.43931426,2525508.19912222,30013522.87982,3808052.34706573,3784645.46226255,1,1,1770,413128.041336372,666100.867525656,667224.485597131
8559,1.96678181197494,1.06676297090016,0.324639235762879,1,1655,54448,40724.9836872778,153153.485952726,149770.982533948,131194.360846568,158215.992302235,163951.532441952,142598.701147038,212611.531087008,216989.997768006,1,1,1770,4482.72162587501,1022489.55311611,1054250.96286909
8560,1.80789277516305,1.17875093251932,0.328084555186797,1,1655,54448,40382.3568549174,140780.781609393,137671.538146015,120274.559558787,137079.334451091,141784.365203632,123601.208036283,174068.207733936,177344.823079594,1,1,1770,4346.26599979041,881536.526509969,906350.924013638
8561,1.13497359575704,0.745528015983291,0.111376140348148,1,1655,54448,8952475.05698387,88380.5013836,86428.5552935475,3275215.05831956,3905129.76575459,3746732.72358952,73932312.4576633,3021317.40343424,3074610.7233399,1,1,1770,702382.637553968,666781.062839431,661943.048170562
8562,0.871805148199201,0.985564696462825,0.318502369883936,1,1655,54448,45172.7428340976,67887.5494502193,66388.2047459224,68017.3522913484,44620.1896732172,45183.9835773365,47211.588573872,37380.9494884449,37453.5300337348,1,1,1770,3016.29228307353,285471.683517707,287019.663499019
8563,1.61041345419362,0.945979754475411,0.300564238941297,1,1655,54448,74862.1204265996,125403.048184211,122633.43287595,200583.941383659,134199.878496817,136874.906828452,220784.185076537,202478.255379987,203141.204298205,1,1,1770,6709.9577697327,725469.316605044,742918.796121962
8564,1.868941220548,1.09565102978377,0.216703459410928,1,1655,54448,930516.398642359,145534.629832807,142320.394257966,2686160.85844004,776605.360311125,755413.418637123,7634466.75933587,2434664.77296369,2392506.52676097,1,1,1770,73793.3758759365,980996.743748414,1006465.93972588
8565,1.75529202809557,1.19310436300002,0.195910197473131,1,1655,54448,1756177.58170398,136684.756453957,133665.976612779,4419690.00906214,1274031.85655399,1230829.34972564,7057364.73411283,3758930.11887269,3693246.59958034,1,1,1770,139350.761302375,921256.972022676,940595.978406881
8566,1.46492227884009,0.896382245060522,0.204688715422526,1,1655,54448,1047876.04069547,114073.636581418,111554.239368036,2415441.53931586,657271.6167942,636755.741088512,8210298.92432664,1694310.17266973,1662943.63446327,1,1,1770,78736.2783641304,658688.600241271,670115.181611735
8567,0.948976969439536,1.19266165423905,0.149335167044774,1,1655,54448,5725998.54106591,73896.9264783757,72264.860418009,4252413.50595407,2097592.44304146,2013175.86197668,25691258.352013,2255644.03690203,2242198.26798077,1,1,1770,397678.746408261,448361.065042777,445640.775000413
8568,1.81862004045397,1.07637050215853,0.158638845570385,1,1655,54448,4102312.46197807,141616.114773468,138488.422384389,7315100.45620864,2943328.87232423,2831384.7053363,26007423.4640659,6995915.49021248,6921372.58336829,1,1,1770,327405.18360549,1097305.40799828,1114180.13318497
8569,0.968429142702371,1.20894605828216,0.279582665150519,1,1655,54448,177272.864265466,75411.6690524734,73746.1488274589,294752.371666885,100785.438203886,99578.3708450042,383510.626277344,144641.588752994,142641.689356078,1,1,1770,10842.8577765149,333874.17948475,336485.01320878
8570,0.968363676406443,1.02877132270951,0.21529539671028,1,1655,54448,907090.518537607,75406.5711858099,73741.1635507982,1473472.9544175,369121.798986858,356748.369171264,5378739.33612657,672357.384795299,658885.62891578,1,1,1770,54529.485200661,350555.892764203,352481.647055028
8571,1.72443277109414,1.26347441701218,0.246586073678918,1,1655,54448,474293.38900026,134281.743188884,131316.035600902,1322436.46459351,410793.651573582,403170.059616266,3202984.83860415,1124505.27622319,1106752.68485542,1,1,1770,37649.5227256161,833298.214527306,854012.333175193
8572,1.2282536062412,0.985401420365088,0.204456591536291,1,1655,54448,1158925.32012871,95644.2246336185,93531.8540610711,2274583.11192819,594657.639328327,574717.340527504,8700486.51909487,1326973.57562335,1301397.2089689,1,1,1770,80331.962482076,504294.196747848,510075.023389255
8573,1.80096470499411,0.909207223635167,0.243874709610827,1,1655,54448,368162.349676582,140241.292129249,137143.963673876,1076721.49194467,360345.917237303,355680.798425777,2320441.87007931,973405.292616248,959604.66554555,1,1,1770,29666.6976042888,892164.589521323,916030.060845713
8574,1.31944273645058,0.9552959745517,0.337455714202952,1,1655,54448,24423.4530721204,102745.130838634,100475.93171357,53960.3655710919,73830.9695683244,76303.0841816602,41756.1675933662,63522.8787050104,65012.5255597806,1,1,1770,2580.2709251733,524089.686838413,533340.758495249
8575,1.53612541835755,0.67699405857129,0.293215630773921,1,1655,54448,66749.2562541869,119618.23179858,116976.378265244,171088.803441776,120051.609803714,122570.946518307,177918.714197249,168045.174448484,168813.069972054,1,1,1770,5965.96744735801,670564.140283352,685645.400227709
